ticker,company_name,sector,cik,year,document_type,source,filing_date,accession_number,filing_url,document_url,text_len,theme_categories,theme_counts_json,theme_counts_per_10k_json,tone_positive,tone_negative,tone_net,has_text,analyst_notes,innovation_per_10k,customer_focus_per_10k,employees_culture_per_10k,diversity_inclusion_per_10k,sustainability_environment_per_10k,community_social_impact_per_10k,integrity_ethics_trust_per_10k,health_safety_wellbeing_per_10k,financial_performance_growth_per_10k,total_theme_mentions_per_10k,dominant_theme,event_period
MS,Morgan Stanley,Financials,895421,2019,DEF 14A proxy statement,SEC EDGAR,2019-04-05,0001193125-19-099179,https://www.sec.gov/Archives/edgar/data/895421/000119312519099179,https://www.sec.gov/Archives/edgar/data/895421/000119312519099179/d637011ddef14a.htm,291581,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 65, ""customer_focus"": 148, ""employees_culture"": 176, ""diversity_inclusion"": 147, ""sustainability_environment"": 69, ""community_social_impact"": 20, ""integrity_ethics_trust"": 236, ""health_safety_wellbeing"": 19, ""financial_performance_growth"": 996}","{""innovation"": 2.2292, ""customer_focus"": 5.0758, ""employees_culture"": 6.0361, ""diversity_inclusion"": 5.0415, ""sustainability_environment"": 2.3664, ""community_social_impact"": 0.6859, ""integrity_ethics_trust"": 8.0938, ""health_safety_wellbeing"": 0.6516, ""financial_performance_growth"": 34.1586}",142,189,-0.142,True,"downloaded on attempt 1. Clean text length: 291581. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",2.2292,5.0758,6.0361,5.0415,2.3664,0.6859,8.0938,0.6516,34.1586,64.3389,financial_performance_growth,pre_2020
MS,Morgan Stanley,Financials,895421,2020,DEF 14A proxy statement,SEC EDGAR,2020-04-03,0001193125-20-098079,https://www.sec.gov/Archives/edgar/data/895421/000119312520098079,https://www.sec.gov/Archives/edgar/data/895421/000119312520098079/d815633ddef14a.htm,285709,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 79, ""customer_focus"": 151, ""employees_culture"": 162, ""diversity_inclusion"": 149, ""sustainability_environment"": 66, ""community_social_impact"": 20, ""integrity_ethics_trust"": 217, ""health_safety_wellbeing"": 34, ""financial_performance_growth"": 956}","{""innovation"": 2.7651, ""customer_focus"": 5.2851, ""employees_culture"": 5.6701, ""diversity_inclusion"": 5.2151, ""sustainability_environment"": 2.31, ""community_social_impact"": 0.7, ""integrity_ethics_trust"": 7.5951, ""health_safety_wellbeing"": 1.19, ""financial_performance_growth"": 33.4606}",133,177,-0.1419,True,"downloaded on attempt 1. Clean text length: 285709. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",2.7651,5.2851,5.6701,5.2151,2.31,0.7,7.5951,1.19,33.4606,64.1911,financial_performance_growth,covid_2020_2021
MS,Morgan Stanley,Financials,895421,2021,DEF 14A proxy statement,SEC EDGAR,2021-04-01,0001140361-21-011226,https://www.sec.gov/Archives/edgar/data/895421/000114036121011226,https://www.sec.gov/Archives/edgar/data/895421/000114036121011226/nc10017073x1_def14a.htm,349271,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 82, ""customer_focus"": 153, ""employees_culture"": 228, ""diversity_inclusion"": 233, ""sustainability_environment"": 46, ""community_social_impact"": 32, ""integrity_ethics_trust"": 217, ""health_safety_wellbeing"": 60, ""financial_performance_growth"": 1055}","{""innovation"": 2.3477, ""customer_focus"": 4.3806, ""employees_culture"": 6.5279, ""diversity_inclusion"": 6.671, ""sustainability_environment"": 1.317, ""community_social_impact"": 0.9162, ""integrity_ethics_trust"": 6.2129, ""health_safety_wellbeing"": 1.7179, ""financial_performance_growth"": 30.2058}",154,211,-0.1562,True,"downloaded on attempt 1. Clean text length: 349271. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",2.3477,4.3806,6.5279,6.671,1.317,0.9162,6.2129,1.7179,30.2058,60.297,financial_performance_growth,covid_2020_2021
MS,Morgan Stanley,Financials,895421,2022,DEF 14A proxy statement,SEC EDGAR,2022-04-08,0001140361-22-013794,https://www.sec.gov/Archives/edgar/data/895421/000114036122013794,https://www.sec.gov/Archives/edgar/data/895421/000114036122013794/ny20000909x1_def14a.htm,294873,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 90, ""customer_focus"": 175, ""employees_culture"": 166, ""diversity_inclusion"": 173, ""sustainability_environment"": 114, ""community_social_impact"": 20, ""integrity_ethics_trust"": 215, ""health_safety_wellbeing"": 45, ""financial_performance_growth"": 997}","{""innovation"": 3.0522, ""customer_focus"": 5.9348, ""employees_culture"": 5.6295, ""diversity_inclusion"": 5.8669, ""sustainability_environment"": 3.8661, ""community_social_impact"": 0.6783, ""integrity_ethics_trust"": 7.2913, ""health_safety_wellbeing"": 1.5261, ""financial_performance_growth"": 33.8112}",187,201,-0.0361,True,"downloaded on attempt 1. Clean text length: 294873. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",3.0522,5.9348,5.6295,5.8669,3.8661,0.6783,7.2913,1.5261,33.8112,67.65639999999999,financial_performance_growth,post_2021
MS,Morgan Stanley,Financials,895421,2023,DEF 14A proxy statement,SEC EDGAR,2023-04-06,0001140361-23-016930,https://www.sec.gov/Archives/edgar/data/895421/000114036123016930,https://www.sec.gov/Archives/edgar/data/895421/000114036123016930/ny20005681x1_def14a.htm,327075,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 81, ""customer_focus"": 167, ""employees_culture"": 162, ""diversity_inclusion"": 207, ""sustainability_environment"": 198, ""community_social_impact"": 19, ""integrity_ethics_trust"": 222, ""health_safety_wellbeing"": 29, ""financial_performance_growth"": 1181}","{""innovation"": 2.4765, ""customer_focus"": 5.1059, ""employees_culture"": 4.953, ""diversity_inclusion"": 6.3288, ""sustainability_environment"": 6.0537, ""community_social_impact"": 0.5809, ""integrity_ethics_trust"": 6.7874, ""health_safety_wellbeing"": 0.8866, ""financial_performance_growth"": 36.1079}",200,230,-0.0698,True,"downloaded on attempt 1. Clean text length: 327075. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",2.4765,5.1059,4.953,6.3288,6.0537,0.5809,6.7874,0.8866,36.1079,69.2807,financial_performance_growth,post_2021
MS,Morgan Stanley,Financials,895421,2024,DEF 14A proxy statement,SEC EDGAR,2024-04-05,0001140361-24-018302,https://www.sec.gov/Archives/edgar/data/895421/000114036124018302,https://www.sec.gov/Archives/edgar/data/895421/000114036124018302/ny20020759x1_def14a.htm,445454,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 76, ""customer_focus"": 192, ""employees_culture"": 314, ""diversity_inclusion"": 229, ""sustainability_environment"": 190, ""community_social_impact"": 22, ""integrity_ethics_trust"": 251, ""health_safety_wellbeing"": 38, ""financial_performance_growth"": 1524}","{""innovation"": 1.7061, ""customer_focus"": 4.3102, ""employees_culture"": 7.049, ""diversity_inclusion"": 5.1408, ""sustainability_environment"": 4.2653, ""community_social_impact"": 0.4939, ""integrity_ethics_trust"": 5.6347, ""health_safety_wellbeing"": 0.8531, ""financial_performance_growth"": 34.2123}",234,315,-0.1475,True,"downloaded on attempt 1. Clean text length: 445454. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",1.7061,4.3102,7.049,5.1408,4.2653,0.4939,5.6347,0.8531,34.2123,63.6654,financial_performance_growth,post_2021
BLK,BlackRock,Financials,1364742,2016,DEF 14A proxy statement,SEC EDGAR,2016-04-15,0001193125-16-542189,https://www.sec.gov/Archives/edgar/data/1364742/000119312516542189,https://www.sec.gov/Archives/edgar/data/1364742/000119312516542189/d151567ddef14a.htm,278066,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 32, ""customer_focus"": 116, ""employees_culture"": 93, ""diversity_inclusion"": 71, ""sustainability_environment"": 8, ""community_social_impact"": 3, ""integrity_ethics_trust"": 153, ""health_safety_wellbeing"": 4, ""financial_performance_growth"": 647}","{""innovation"": 1.1508, ""customer_focus"": 4.1717, ""employees_culture"": 3.3445, ""diversity_inclusion"": 2.5534, ""sustainability_environment"": 0.2877, ""community_social_impact"": 0.1079, ""integrity_ethics_trust"": 5.5023, ""health_safety_wellbeing"": 0.1439, ""financial_performance_growth"": 23.2679}",78,138,-0.2778,True,"downloaded on attempt 1. Clean text length: 278066. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",1.1508,4.1717,3.3445,2.5534,0.2877,0.1079,5.5023,0.1439,23.2679,40.5301,financial_performance_growth,pre_2020
BLK,BlackRock,Financials,1364742,2017,DEF 14A proxy statement,SEC EDGAR,2017-04-13,0001193125-17-123291,https://www.sec.gov/Archives/edgar/data/1364742/000119312517123291,https://www.sec.gov/Archives/edgar/data/1364742/000119312517123291/d331228ddef14a.htm,305978,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 66, ""customer_focus"": 139, ""employees_culture"": 120, ""diversity_inclusion"": 103, ""sustainability_environment"": 26, ""community_social_impact"": 3, ""integrity_ethics_trust"": 244, ""health_safety_wellbeing"": 5, ""financial_performance_growth"": 1057}","{""innovation"": 2.157, ""customer_focus"": 4.5428, ""employees_culture"": 3.9219, ""diversity_inclusion"": 3.3663, ""sustainability_environment"": 0.8497, ""community_social_impact"": 0.098, ""integrity_ethics_trust"": 7.9744, ""health_safety_wellbeing"": 0.1634, ""financial_performance_growth"": 34.545}",124,169,-0.1536,True,"downloaded on attempt 1. Clean text length: 305978. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",2.157,4.5428,3.9219,3.3663,0.8497,0.098,7.9744,0.1634,34.545,57.6185,financial_performance_growth,pre_2020
BLK,BlackRock,Financials,1364742,2018,DEF 14A proxy statement,SEC EDGAR,2018-04-13,0001193125-18-116163,https://www.sec.gov/Archives/edgar/data/1364742/000119312518116163,https://www.sec.gov/Archives/edgar/data/1364742/000119312518116163/d507277ddef14a.htm,342961,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 85, ""customer_focus"": 138, ""employees_culture"": 145, ""diversity_inclusion"": 128, ""sustainability_environment"": 34, ""community_social_impact"": 5, ""integrity_ethics_trust"": 219, ""health_safety_wellbeing"": 4, ""financial_performance_growth"": 1286}","{""innovation"": 2.4784, ""customer_focus"": 4.0238, ""employees_culture"": 4.2279, ""diversity_inclusion"": 3.7322, ""sustainability_environment"": 0.9914, ""community_social_impact"": 0.1458, ""integrity_ethics_trust"": 6.3856, ""health_safety_wellbeing"": 0.1166, ""financial_performance_growth"": 37.497}",166,155,0.0343,True,"downloaded on attempt 1. Clean text length: 342961. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",2.4784,4.0238,4.2279,3.7322,0.9914,0.1458,6.3856,0.1166,37.497,59.5987,financial_performance_growth,pre_2020
BLK,BlackRock,Financials,1364742,2019,DEF 14A proxy statement,SEC EDGAR,2019-04-12,0001193125-19-104809,https://www.sec.gov/Archives/edgar/data/1364742/000119312519104809,https://www.sec.gov/Archives/edgar/data/1364742/000119312519104809/d632173ddef14a.htm,344645,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 107, ""customer_focus"": 159, ""employees_culture"": 215, ""diversity_inclusion"": 135, ""sustainability_environment"": 43, ""community_social_impact"": 6, ""integrity_ethics_trust"": 255, ""health_safety_wellbeing"": 4, ""financial_performance_growth"": 1290}","{""innovation"": 3.1046, ""customer_focus"": 4.6134, ""employees_culture"": 6.2383, ""diversity_inclusion"": 3.9171, ""sustainability_environment"": 1.2477, ""community_social_impact"": 0.1741, ""integrity_ethics_trust"": 7.3989, ""health_safety_wellbeing"": 0.1161, ""financial_performance_growth"": 37.4298}",194,159,0.0992,True,"downloaded on attempt 1. Clean text length: 344645. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",3.1046,4.6134,6.2383,3.9171,1.2477,0.1741,7.3989,0.1161,37.4298,64.24,financial_performance_growth,pre_2020
BLK,BlackRock,Financials,1364742,2020,DEF 14A proxy statement,SEC EDGAR,2020-04-09,0001193125-20-102552,https://www.sec.gov/Archives/edgar/data/1364742/000119312520102552,https://www.sec.gov/Archives/edgar/data/1364742/000119312520102552/d814850ddef14a.htm,354507,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 106, ""customer_focus"": 196, ""employees_culture"": 263, ""diversity_inclusion"": 157, ""sustainability_environment"": 132, ""community_social_impact"": 23, ""integrity_ethics_trust"": 299, ""health_safety_wellbeing"": 16, ""financial_performance_growth"": 1304}","{""innovation"": 2.9901, ""customer_focus"": 5.5288, ""employees_culture"": 7.4188, ""diversity_inclusion"": 4.4287, ""sustainability_environment"": 3.7235, ""community_social_impact"": 0.6488, ""integrity_ethics_trust"": 8.4342, ""health_safety_wellbeing"": 0.4513, ""financial_performance_growth"": 36.7835}",225,166,0.1509,True,"downloaded on attempt 1. Clean text length: 354507. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",2.9901,5.5288,7.4188,4.4287,3.7235,0.6488,8.4342,0.4513,36.7835,70.4077,financial_performance_growth,covid_2020_2021
BLK,BlackRock,Financials,1364742,2021,DEF 14A proxy statement,SEC EDGAR,2021-04-16,0001193125-21-118007,https://www.sec.gov/Archives/edgar/data/1364742/000119312521118007,https://www.sec.gov/Archives/edgar/data/1364742/000119312521118007/d73637ddef14a.htm,407399,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 119, ""customer_focus"": 200, ""employees_culture"": 315, ""diversity_inclusion"": 208, ""sustainability_environment"": 201, ""community_social_impact"": 42, ""integrity_ethics_trust"": 286, ""health_safety_wellbeing"": 41, ""financial_performance_growth"": 1285}","{""innovation"": 2.921, ""customer_focus"": 4.9092, ""employees_culture"": 7.732, ""diversity_inclusion"": 5.1056, ""sustainability_environment"": 4.9337, ""community_social_impact"": 1.0309, ""integrity_ethics_trust"": 7.0201, ""health_safety_wellbeing"": 1.0064, ""financial_performance_growth"": 31.5416}",270,177,0.2081,True,"downloaded on attempt 1. Clean text length: 407399. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",2.921,4.9092,7.732,5.1056,4.9337,1.0309,7.0201,1.0064,31.5416,66.2005,financial_performance_growth,covid_2020_2021
BLK,BlackRock,Financials,1364742,2022,DEF 14A proxy statement,SEC EDGAR,2022-04-14,0001193125-22-105534,https://www.sec.gov/Archives/edgar/data/1364742/000119312522105534,https://www.sec.gov/Archives/edgar/data/1364742/000119312522105534/d263204ddef14a.htm,346894,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 119, ""customer_focus"": 218, ""employees_culture"": 307, ""diversity_inclusion"": 211, ""sustainability_environment"": 213, ""community_social_impact"": 30, ""integrity_ethics_trust"": 204, ""health_safety_wellbeing"": 45, ""financial_performance_growth"": 1221}","{""innovation"": 3.4304, ""customer_focus"": 6.2843, ""employees_culture"": 8.85, ""diversity_inclusion"": 6.0825, ""sustainability_environment"": 6.1402, ""community_social_impact"": 0.8648, ""integrity_ethics_trust"": 5.8808, ""health_safety_wellbeing"": 1.2972, ""financial_performance_growth"": 35.1981}",243,153,0.2273,True,"downloaded on attempt 1. Clean text length: 346894. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",3.4304,6.2843,8.85,6.0825,6.1402,0.8648,5.8808,1.2972,35.1981,74.0283,financial_performance_growth,post_2021
BLK,BlackRock,Financials,1364742,2023,DEF 14A proxy statement,SEC EDGAR,2023-04-14,0001193125-23-101977,https://www.sec.gov/Archives/edgar/data/1364742/000119312523101977,https://www.sec.gov/Archives/edgar/data/1364742/000119312523101977/d455540ddef14a.htm,387886,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 140, ""customer_focus"": 277, ""employees_culture"": 342, ""diversity_inclusion"": 252, ""sustainability_environment"": 229, ""community_social_impact"": 23, ""integrity_ethics_trust"": 182, ""health_safety_wellbeing"": 41, ""financial_performance_growth"": 1403}","{""innovation"": 3.6093, ""customer_focus"": 7.1413, ""employees_culture"": 8.817, ""diversity_inclusion"": 6.4968, ""sustainability_environment"": 5.9038, ""community_social_impact"": 0.593, ""integrity_ethics_trust"": 4.6921, ""health_safety_wellbeing"": 1.057, ""financial_performance_growth"": 36.1704}",249,181,0.1581,True,"downloaded on attempt 1. Clean text length: 387886. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",3.6093,7.1413,8.817,6.4968,5.9038,0.593,4.6921,1.057,36.1704,74.4807,financial_performance_growth,post_2021
BLK,BlackRock,Financials,1364742,2024,DEF 14A proxy statement,SEC EDGAR,2024-04-04,0001193125-24-087282,https://www.sec.gov/Archives/edgar/data/1364742/000119312524087282,https://www.sec.gov/Archives/edgar/data/1364742/000119312524087282/d577664ddef14a.htm,501834,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 148, ""customer_focus"": 320, ""employees_culture"": 397, ""diversity_inclusion"": 202, ""sustainability_environment"": 172, ""community_social_impact"": 29, ""integrity_ethics_trust"": 180, ""health_safety_wellbeing"": 36, ""financial_performance_growth"": 1622}","{""innovation"": 2.9492, ""customer_focus"": 6.3766, ""employees_culture"": 7.911, ""diversity_inclusion"": 4.0252, ""sustainability_environment"": 3.4274, ""community_social_impact"": 0.5779, ""integrity_ethics_trust"": 3.5868, ""health_safety_wellbeing"": 0.7174, ""financial_performance_growth"": 32.3214}",240,206,0.0762,True,"downloaded on attempt 1. Clean text length: 501834. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",2.9492,6.3766,7.911,4.0252,3.4274,0.5779,3.5868,0.7174,32.3214,61.8929,financial_performance_growth,post_2021
SCHW,Charles Schwab,Financials,316709,2016,DEF 14A proxy statement,SEC EDGAR,2016-03-30,0001193125-16-523055,https://www.sec.gov/Archives/edgar/data/316709/000119312516523055,https://www.sec.gov/Archives/edgar/data/316709/000119312516523055/d107634ddef14a.htm,193981,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 30, ""customer_focus"": 89, ""employees_culture"": 82, ""diversity_inclusion"": 112, ""sustainability_environment"": 6, ""community_social_impact"": 2, ""integrity_ethics_trust"": 77, ""health_safety_wellbeing"": 7, ""financial_performance_growth"": 628}","{""innovation"": 1.5465, ""customer_focus"": 4.5881, ""employees_culture"": 4.2272, ""diversity_inclusion"": 5.7738, ""sustainability_environment"": 0.3093, ""community_social_impact"": 0.1031, ""integrity_ethics_trust"": 3.9695, ""health_safety_wellbeing"": 0.3609, ""financial_performance_growth"": 32.3743}",41,49,-0.0889,True,"downloaded on attempt 1. Clean text length: 193981. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",1.5465,4.5881,4.2272,5.7738,0.3093,0.1031,3.9695,0.3609,32.3743,53.2527,financial_performance_growth,pre_2020
SCHW,Charles Schwab,Financials,316709,2017,DEF 14A proxy statement,SEC EDGAR,2017-03-30,0001193125-17-103408,https://www.sec.gov/Archives/edgar/data/316709/000119312517103408,https://www.sec.gov/Archives/edgar/data/316709/000119312517103408/d319517ddef14a.htm,208562,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 30, ""customer_focus"": 101, ""employees_culture"": 84, ""diversity_inclusion"": 111, ""sustainability_environment"": 4, ""community_social_impact"": 2, ""integrity_ethics_trust"": 82, ""health_safety_wellbeing"": 7, ""financial_performance_growth"": 694}","{""innovation"": 1.4384, ""customer_focus"": 4.8427, ""employees_culture"": 4.0276, ""diversity_inclusion"": 5.3222, ""sustainability_environment"": 0.1918, ""community_social_impact"": 0.0959, ""integrity_ethics_trust"": 3.9317, ""health_safety_wellbeing"": 0.3356, ""financial_performance_growth"": 33.2755}",56,58,-0.0175,True,"downloaded on attempt 1. Clean text length: 208562. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",1.4384,4.8427,4.0276,5.3222,0.1918,0.0959,3.9317,0.3356,33.2755,53.4614,financial_performance_growth,pre_2020
SCHW,Charles Schwab,Financials,316709,2018,DEF 14A proxy statement,SEC EDGAR,2018-03-30,0001193125-18-103068,https://www.sec.gov/Archives/edgar/data/316709/000119312518103068,https://www.sec.gov/Archives/edgar/data/316709/000119312518103068/d525917ddef14a.htm,391632,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 28, ""customer_focus"": 126, ""employees_culture"": 216, ""diversity_inclusion"": 144, ""sustainability_environment"": 2, ""community_social_impact"": 14, ""integrity_ethics_trust"": 108, ""health_safety_wellbeing"": 7, ""financial_performance_growth"": 891}","{""innovation"": 0.715, ""customer_focus"": 3.2173, ""employees_culture"": 5.5154, ""diversity_inclusion"": 3.6769, ""sustainability_environment"": 0.0511, ""community_social_impact"": 0.3575, ""integrity_ethics_trust"": 2.7577, ""health_safety_wellbeing"": 0.1787, ""financial_performance_growth"": 22.7509}",76,89,-0.0788,True,"downloaded on attempt 1. Clean text length: 391632. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",0.715,3.2173,5.5154,3.6769,0.0511,0.3575,2.7577,0.1787,22.7509,39.2205,financial_performance_growth,pre_2020
SCHW,Charles Schwab,Financials,316709,2019,DEF 14A proxy statement,SEC EDGAR,2019-03-29,0001193125-19-092204,https://www.sec.gov/Archives/edgar/data/316709/000119312519092204,https://www.sec.gov/Archives/edgar/data/316709/000119312519092204/d700802ddef14a.htm,194824,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 33, ""customer_focus"": 132, ""employees_culture"": 122, ""diversity_inclusion"": 130, ""sustainability_environment"": 5, ""community_social_impact"": 4, ""integrity_ethics_trust"": 90, ""health_safety_wellbeing"": 3, ""financial_performance_growth"": 676}","{""innovation"": 1.6938, ""customer_focus"": 6.7753, ""employees_culture"": 6.2621, ""diversity_inclusion"": 6.6727, ""sustainability_environment"": 0.2566, ""community_social_impact"": 0.2053, ""integrity_ethics_trust"": 4.6196, ""health_safety_wellbeing"": 0.154, ""financial_performance_growth"": 34.698}",53,69,-0.1311,True,"downloaded on attempt 1. Clean text length: 194824. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",1.6938,6.7753,6.2621,6.6727,0.2566,0.2053,4.6196,0.154,34.698,61.3374,financial_performance_growth,pre_2020
SCHW,Charles Schwab,Financials,316709,2020,DEF 14A proxy statement,SEC EDGAR,2020-03-31,0001193125-20-092483,https://www.sec.gov/Archives/edgar/data/316709/000119312520092483,https://www.sec.gov/Archives/edgar/data/316709/000119312520092483/d868781ddef14a.htm,393050,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 39, ""customer_focus"": 151, ""employees_culture"": 224, ""diversity_inclusion"": 166, ""sustainability_environment"": 4, ""community_social_impact"": 12, ""integrity_ethics_trust"": 114, ""health_safety_wellbeing"": 3, ""financial_performance_growth"": 909}","{""innovation"": 0.9922, ""customer_focus"": 3.8418, ""employees_culture"": 5.699, ""diversity_inclusion"": 4.2234, ""sustainability_environment"": 0.1018, ""community_social_impact"": 0.3053, ""integrity_ethics_trust"": 2.9004, ""health_safety_wellbeing"": 0.0763, ""financial_performance_growth"": 23.1268}",81,108,-0.1429,True,"downloaded on attempt 1. Clean text length: 393050. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",0.9922,3.8418,5.699,4.2234,0.1018,0.3053,2.9004,0.0763,23.1268,41.267,financial_performance_growth,covid_2020_2021
